id,name
F000010NTO:FO,安本標準360多重資產收益基金Ａ月配息型新臺幣
F000010N98:FO,安本標準360多重資產收益基金Ａ累積型新臺幣
F00000PFL5:FO,安本標準兩岸價值基金 新臺幣
F000011TQL:FO,安本標準兩岸價值基金 美元
F0HKG05WUL:FO,富達台灣成長基金
F00000XWUP:FO,富達亞洲總報酬基金A股累積型人民幣計價避險級別
F00000XWUN:FO,富達亞洲總報酬基金A股累積型美元計價級別
F00000XWUQ:FO,富達亞洲總報酬基金A股月配息型人民幣計價避險級別
F00000XWUO:FO,富達亞洲總報酬基金A股月配息型美元計價級別
F00000ZHRG:FO,富達亞洲高收益債券基金A股月配息型人民幣計價避險級別
F00000ZHRF:FO,富達亞洲高收益債券基金A股累積型美元計價級別
F00000ZHRH:FO,富達亞洲高收益債券基金A股累積型人民幣計價避險級別
F00000ZHRE:FO,富達亞洲高收益債券基金A股月配息型美元計價級別
F00000Z0LI:FO,富達新興市場潛力企業債券基金A股月配息型人民幣避險計價級別
F00000Z1QU:FO,富達亞洲總報酬基金I 股月配息型新臺幣計價級別
F00000Z0LF:FO,富達新興市場潛力企業債券基金A股累積型美元計價級別
F00000XWUL:FO,富達亞洲總報酬基金A股累積型新臺幣計價級別
F00000Z0LH:FO,富達新興市場潛力企業債券基金A股累積型人民幣避險計價級別
F00000XWUM:FO,富達亞洲總報酬基金A股月配息型新臺幣計價級別
F00000Z0LG:FO,富達新興市場潛力企業債券基金A股月配息型美元計價級別
F00000ZHRJ:FO,富達亞洲高收益債券基金I股累積型新臺幣計價級別
F00000ZHRD:FO,富達亞洲高收益債券基金A股月配息型新臺幣計價級別
F00000ZHRC:FO,富達亞洲高收益債券基金A股累積型新臺幣計價級別
F00000Z0LK:FO,富達新興市場潛力企業債券基金I股月配息型新臺幣計價級別
F00000Z0LE:FO,富達新興市場潛力企業債券基金A股月配息型新臺幣計價級別
F00000Z0LD:FO,富達新興市場潛力企業債券基金A股累積型新臺幣計價級別
F00000Z1QT:FO,富達亞洲總報酬基金I 股累積型新臺幣計價級別
F00000Z0LJ:FO,富達新興市場潛力企業債券基金I股累積型新臺幣計價級別
F00000ZHRI:FO,富達亞洲高收益債券基金I股月配息型新臺幣計價級別
F000010VS7:FO,富達全球多重資產收益組合基金累積型人民幣計價避險級別A類型
F000010VS8:FO,富達全球多重資產收益組合基金月配息型人民幣計價避險級別A類型
F000010VS5:FO,富達全球多重資產收益組合基金累積型美元計價A類型
F000010VS6:FO,富達全球多重資產收益組合基金月配息型美元計價A類型
F000010VS4:FO,富達全球多重資產收益組合基金月配息型新臺幣計價A類型
F000010VS3:FO,富達全球多重資產收益組合基金累積型新臺幣計價A類型
F0HKG0605W:FO,富達卓越領航全球組合基金
F0HKG06WYV:FO,摩根絕對日本基金
F00000MEQN:FO,摩根新興市場高收益債券基金-累積型
F0HKG05X28:FO,摩根中小基金
F0HKG05X1F:FO,摩根新興科技基金
F0HKG05WVT:FO,摩根第一貨幣市場基金
F0HKG05X2A:FO,摩根新興日本基金
F00000N4XK:FO,摩根亞洲總合高收益債券基金-累積型
F000010T75:FO,摩根台灣金磚基金-機構法人型
F00000GUP8:FO,摩根台灣金磚基金-累積型
F00000LP44:FO,摩根總收益組合基金-累積型
F0HKG05X30:FO,摩根平衡基金
F000010DLF:FO,摩根新興市場高收益債券基金-月配息型(人民幣)
F000010GSZ:FO,摩根新興市場高收益債券基金-月配息型(美元)
F00000UO3I:FO,摩根亞洲總合高收益債券基金-月配息型(人民幣)
F00000OZZ8:FO,摩根總收益組合基金-月配息型
F00000MEQO:FO,摩根新興市場高收益債券基金-月配息型
F000010INH:FO,摩根多元入息成長基金-累積型(美元)
F00000UKVU:FO,摩根多元入息成長基金-累積型
F00000SZ8J:FO,摩根亞洲總合高收益債券基金-月配息型(美元)
F00000N4XL:FO,摩根亞洲總合高收益債券基金-月配息型
F0HKG05X31:FO,摩根台灣增長基金
F0HKG05WUX:FO,摩根全球平衡基金
F00000UKVX:FO,摩根多元入息成長基金-月配息型(人民幣)
F0HKG0605J:FO,摩根亞太高息平衡基金-累積型
F00000NXRA:FO,摩根亞太高息平衡基金-季配息型
F00000UKVW:FO,摩根多元入息成長基金-月配息型(美元)
F00000UKVV:FO,摩根多元入息成長基金-月配息型
F00000VPNN:FO,摩根新興雙利平衡基金-累積型
F00000TNMG:FO,摩根泛亞太股票入息基金-累積型
F00000VPNQ:FO,摩根新興雙利平衡基金-月配息型(人民幣)
F000000R6R:FO,摩根新絲路基金
F0HKG05WWN:FO,摩根亞洲基金
F00000VPNO:FO,摩根新興雙利平衡基金-月配息型
F0000020XG:FO,摩根東方內需機會基金
F00000VPNP:FO,摩根新興雙利平衡基金-月配息型(美元)
F00000ULC8:FO,摩根泛亞太股票入息基金-月配息型(人民幣)
F00000TNMH:FO,摩根泛亞太股票入息基金-月配息型
F00000TNMI:FO,摩根泛亞太股票入息基金-月配息型(美元)
F0HKG05WXZ:FO,摩根東方科技基金
F0HKG05XIJ:FO,摩根全球α基金
F00000J8F7:FO,摩根新金磚五國基金
F0HKG05WYX:FO,摩根龍揚基金
F00000252B:FO,摩根金龍收成基金
F00000X1WF:FO,摩根環球股票收益基金-累積型
F0HKG06YI1:FO,摩根新興35基金
F00000X1WI:FO,摩根環球股票收益基金-月配息型(人民幣)
F00000X1WG:FO,摩根環球股票收益基金-月配息型
F00000X1WH:FO,摩根環球股票收益基金-月配息型(美元)
F00000W8P7:FO,摩根中國雙息平衡基金-累積型(人民幣)
F00000W8P8:FO,摩根中國雙息平衡基金-月配息型(人民幣)
F0HKG05X1E:FO,摩根大歐洲基金
F00000W8P5:FO,摩根中國雙息平衡基金-累積型
F00000ZIFG:FO,摩根中國雙息平衡基金-月配息型(美元)
F00000W8P6:FO,摩根中國雙息平衡基金-月配息型
F000005JRN:FO,摩根中國亮點基金
F00000Q03Y:FO,摩根中國A股基金
F00000WGC6:FO,摩根中國A股基金(美元)
F000000LO1:FO,施羅德台灣樂活中小基金-A類型
F00000T50O:FO,施羅德台灣樂活中小基金-I類型
F00000V1MU:FO,施羅德全球策略高收益債券基金(人民幣)-配息型
F000011UAR:FO,施羅德 2025 到期新興市場雙盈主權債券基金累積型南非
F000011UAV:FO,施羅德 2025 到期新興市場雙盈主權債券基金配息型南非
F00000S7J0:FO,施羅德中國債券基金(人民幣)-累積型
F00000S7J1:FO,施羅德中國債券基金(人民幣)-分配型
F000010A3A:FO,施羅德 2022 到期新興市場主權債券基金B類型人民幣
F0000102YL:FO,施羅德 2024 年到期新興市場主權債券基金人民幣
F00000Z267:FO,施羅德四年到期新興市場主權債券基金-配息型
F00000Z25H:FO,施羅德四年到期新興市場主權債券基金-累積型
F00000PYKF:FO,施羅德中國高收益債券基金(人民幣)-分配型
F00000Z25I:FO,施羅德四年到期新興市場主權債券基金(美元)-累積型
F000010VH6:FO,施羅德 2024 到期新興市場首選主權債券基金B類型南非幣
F00000Z268:FO,施羅德四年到期新興市場主權債券基金(美元)-配息型
F000010VGO:FO,施羅德 2024 到期新興市場首選主權債券基金A類型南非幣
F00000PYKE:FO,施羅德中國高收益債券基金(人民幣)-累積型
F000010A37:FO,施羅德 2022 到期新興市場主權債券基金A類型人民幣
F000010G0M:FO,施羅德2022到期新興市場優質主權債券基金(人民幣)－ 累積型
F00000ZDZ8:FO,施羅德2021到期新興市場美元優選主權債券基金-累積型
F00000ZEP7:FO,施羅德2021到期新興市場美元優選主權債券基金-配息型
F000011UAQ:FO,施羅德 2025 到期新興市場雙盈主權債券基金累積型人民幣
F00000ZDZ7:FO,施羅德2021到期新興市場美元優選主權債券基金(美元)-累積型
F00000ZEP8:FO,施羅德2021到期新興市場美元優選主權債券基金(美元)-配息型
F00000XNCC:FO,施羅德四年到期主權債券基金-配息型
F00000YTPV:FO,施羅德六年到期新興市場主權債券基金-累積型
F00000YTPW:FO,施羅德六年到期新興市場主權債券基金(美元)-累積型
F00000XNCE:FO,施羅德四年到期主權債券基金(美元)-配息型
F00000XNCD:FO,施羅德四年到期主權債券基金(美元)-累積型
F000010A35:FO,施羅德 2022 到期新興市場主權債券基金A類型新臺幣
F000010G0N:FO,施羅德2022到期新興市場優質主權債券基金(人民幣)－ 配息型
F000010A36:FO,施羅德 2022 到期新興市場主權債券基金A類型美元
F000010A39:FO,施羅德 2022 到期新興市場主權債券基金B類型美元
F0000110M5:FO,施羅德2022到期新興市場優勢主權債券基金(人民幣)－累積型
F000011VL6:FO,施羅德2025到期新興市場首選主權債券基金(人民幣)-累積型
F0000110M6:FO,施羅德2022到期新興市場優勢主權債券基金(人民幣)－配息型
F0000110M4:FO,施羅德2022到期新興市場優勢主權債券基金(美元)－配息型
F000011VL5:FO,施羅德2025到期新興市場首選主權債券基金(新台幣)-累積型
F000010G0K:FO,施羅德2022到期新興市場優質主權債券基金(美元)－累積型
F000010VGM:FO,施羅德 2024 到期新興市場首選主權債券基金A類型人民幣
F0000110M3:FO,施羅德2022到期新興市場優勢主權債券基金(美元)－累積型
F000010G0L:FO,施羅德2022到期新興市場優質主權債券基金(美元)－配息型
F000011VL7:FO,施羅德2025到期新興市場首選主權債券基金(美元)-累積型
F000010VH4:FO,施羅德 2024 到期新興市場首選主權債券基金B類型人民幣
F000011UAU:FO,施羅德 2025 到期新興市場雙盈主權債券基金配息型人民幣
F0000102YK:FO,施羅德 2024 年到期新興市場主權債券基金美元
F000011S4O:FO,施羅德台灣樂活中小基金-C類型
F000010A38:FO,施羅德 2022 到期新興市場主權債券基金B類型新臺幣
F000010VGN:FO,施羅德 2024 到期新興市場首選主權債券基金A類型美元
F000011UAP:FO,施羅德 2025 到期新興市場雙盈主權債券基金累積型美元
F000010VH5:FO,施羅德 2024 到期新興市場首選主權債券基金B類型美元
F000011UAT:FO,施羅德 2025 到期新興市場雙盈主權債券基金配息型美元
F00000S7J2:FO,施羅德中國債券基金(美元)-累積型
F00000S7J3:FO,施羅德中國債券基金(美元)-分配型
F00000NYNF:FO,施羅德中國高收益債券基金-累積型
F00000O2A3:FO,施羅德中國高收益債券基金-分配型
F00000PYKH:FO,施羅德中國高收益債券基金(美元)-分配型
F00000PYKG:FO,施羅德中國高收益債券基金(美元)-累積型
F00000LIQG:FO,施羅德全球策略高收益債券基金-分配
F00000LIQF:FO,施羅德全球策略高收益債券基金-累積
F00001190S:FO,景順 2028 到期精選新興債券基金配息型人民幣
F000010KDF:FO,景順2024到期優選新興債券基金年配型人民幣
F000010KDE:FO,景順2024到期優選新興債券基金累積型人民幣
F000011KTH:FO,景順2025到期優選新興債券基金年配型人民幣
F000011KTG:FO,景順2025到期優選新興債券基金累積型人民幣
F000010TOQ:FO,景順2024到期精選新興債券基金累積型人民幣
F000011UAX:FO,景順2025階梯到期優選新興債券基金累積型人民幣
F000011UAO:FO,景順2025階梯到期優選新興債券基金年配型人民幣
F00000SQCY:FO,景順人民幣新興亞太入息基金月配型人民幣
F00000SQD6:FO,景順人民幣新興亞太入息基金累積型人民幣
F00001190Q:FO,景順 2028 到期精選新興債券基金配息型新臺幣
F000010TOO:FO,景順2024到期精選新興債券基金累積型新台幣
F000010KDB:FO,景順2024到期優選新興債券基金累積型新台幣
F000010KDH:FO,景順2024到期優選新興債券基金年配型南非幣
F000010TOP:FO,景順2024到期精選新興債券基金累積型美元
F00001190R:FO,景順 2028 到期精選新興債券基金配息型美元
F00001016M:FO,景順2024到期新興市場主權債券基金新臺幣
F000010KDG:FO,景順2024到期優選新興債券基金累積型南非幣
F000010KDC:FO,景順2024到期優選新興債券基金累積型美元
F000010KDD:FO,景順2024到期優選新興債券基金年配型美元
F00001016H:FO,景順2024到期新興市場債券基金累積型新臺幣
F00001016J:FO,景順2024到期新興市場債券基金配息型新臺幣
F000011KTE:FO,景順2025到期優選新興債券基金累積型美元
F00001016N:FO,景順2024到期新興市場主權債券基金美元
F000011KTF:FO,景順2025到期優選新興債券基金年配型美元
F00001016L:FO,景順2024到期新興市場債券基金配息型美元
F00001016K:FO,景順2024到期新興市場債券基金累積型美元
F000011KTJ:FO,景順2025到期優選新興債券基金年配型南非幣
F000011KTI:FO,景順2025到期優選新興債券基金累積型南非幣
F000011UAN:FO,景順2025階梯到期優選新興債券基金年配型美元
F000011UAW:FO,景順2025階梯到期優選新興債券基金累積型美元
F00000Z25T:FO,景順2023目標到期新興主權債券基金累積型美元
F00000Y95E:FO,景順全天候智慧組合基金月配型人民幣
F00000Z25U:FO,景順2023目標到期新興主權債券基金年配型美元
F00000Z25S:FO,景順2023目標到期新興主權債券基金年配型新台幣
F00000Z25R:FO,景順2023目標到期新興主權債券基金累積型新台幣
F0HKG05X0R:FO,景順貨幣市場基金
F00000X4FS:FO,景順全天候智慧組合基金累積型美元
F00000X4FQ:FO,景順全天候智慧組合基金累積型新台幣
F00000SQD5:FO,景順人民幣新興亞太入息基金累積型新台幣
F00000SQCX:FO,景順人民幣新興亞太入息基金月配型新台幣
F0HKG05WY7:FO,景順台灣科技基金
F00000X4FR:FO,景順全天候智慧組合基金月配型新台幣
F00000SQD7:FO,景順人民幣新興亞太入息基金累積型美元
F00000SQCZ:FO,景順人民幣新興亞太入息基金月配型美元
F00000X4FT:FO,景順全天候智慧組合基金月配型美元
F0HKG05WT8:FO,景順全球康健基金
F0HKG05WX8:FO,景順主流基金
F0HKG05X1L:FO,景順潛力基金
F0HKG05WWT:FO,景順全球科技基金
F000013H9K:FO,柏瑞中國 A 股量化精選基金A人民幣
F000013H9O:FO,柏瑞中國 A 股量化精選基金N9人民幣
F00000XGJ1:FO,柏瑞新興市場企業策略債券基金-N類型(南非幣)
F00000TIDA:FO,柏瑞旗艦全球債券組合基金-B類型
F00000WIHW:FO,柏瑞新興市場企業策略債券基金-N9類型(人民幣)
F00000WIHV:FO,柏瑞新興市場企業策略債券基金-N類型(人民幣)
F00000WIHF:FO,柏瑞新興亞太策略債券基金-N類型(人民幣)
F00000WIHG:FO,柏瑞新興亞太策略債券基金-N9類型(人民幣)
F00000WIHU:FO,柏瑞新興市場企業策略債券基金-A類型(人民幣)
F00000V6WP:FO,柏瑞新興亞太策略債券基金-B類型(人民幣)
F00000V6WI:FO,柏瑞新興市場企業策略債券基金-B類型(人民幣)
F00000V6WJ:FO,柏瑞新興亞太策略債券基金-A類型(人民幣)
F0HKG06ZKG:FO,柏瑞美國雙核心收益基金-A類型
F0HKG06ZKI:FO,柏瑞美國雙核心收益基金-B類型
F00000WIHQ:FO,柏瑞新興市場企業策略債券基金-A類型(美金)
F00000WIHY:FO,柏瑞新興市場企業策略債券基金-N9類型(台幣)
F00000WIHR:FO,柏瑞新興市場企業策略債券基金-B類型(美金)
F00000O4HJ:FO,柏瑞新興市場企業策略債券基金-B類型
F00000O4HI:FO,柏瑞新興市場企業策略債券基金-A類型
F00000WIHT:FO,柏瑞新興市場企業策略債券基金-N9類型(美金)
F00000WIHS:FO,柏瑞新興市場企業策略債券基金-N類型(美金)
F00000WIHX:FO,柏瑞新興市場企業策略債券基金-N類型(台幣)
F00000WIHM:FO,柏瑞新興亞太策略債券基金-N9類型(美元)
F00000WIHL:FO,柏瑞新興亞太策略債券基金-N類型(美元)
F00000WIHK:FO,柏瑞新興亞太策略債券基金-B類型(美元)
F00000WIHJ:FO,柏瑞新興亞太策略債券基金-A類型(美元)
F00000SVHK:FO,柏瑞新興亞太策略債券基金-A類型
F00000SVHL:FO,柏瑞新興亞太策略債券基金-B類型
F00000WIHI:FO,柏瑞新興亞太策略債券基金-N9類型(台幣)
F00000WIHH:FO,柏瑞新興亞太策略債券基金-N類型
F00000XZIO:FO,柏瑞新興亞太策略債券基金-Ns類型
F00000WIXG:FO,柏瑞新興市場高收益債券基金-N類型(人民幣)
F00000YGA8:FO,柏瑞特別股息收益基金-N9類型(人民幣)
F00000VTTJ:FO,柏瑞新興市場高收益債券基金-B類型(人民幣)
F00000WIXF:FO,柏瑞新興市場高收益債券基金-A類型(人民幣)
F00000XIH0:FO,柏瑞全球策略高收益債券基金-N類型(南非幣)
F00000SGUV:FO,柏瑞全球策略高收益債券基金-B類型(南非幣)
F00000WWIE:FO,柏瑞亞太高收益債券基金-N9類型(人民幣)
F00000WI82:FO,柏瑞亞太高收益債券基金-A類型(人民幣)
F00000WI83:FO,柏瑞亞太高收益債券基金-B類型(人民幣)
F00000WI84:FO,柏瑞亞太高收益債券基金-N類型(人民幣)
F00000XIH1:FO,柏瑞全球策略高收益債券基金-N9類型(南非幣)
F00000WIXE:FO,柏瑞新興市場高收益債券基金-N類型(美元)
F00000WIXJ:FO,柏瑞新興市場高收益債券基金-N9類型(台幣)
F00000WIXI:FO,柏瑞新興市場高收益債券基金-N類型(台幣)
F00000WIXD:FO,柏瑞新興市場高收益債券基金-N9類型(美元)
F00000WIXC:FO,柏瑞新興市場高收益債券基金-B類型(美元)
F00000WIXB:FO,柏瑞新興市場高收益債券基金-A類型(美元)
F00000IR7Y:FO,柏瑞新興市場高收益債券基金-B類型
F00000IR7X:FO,柏瑞新興市場高收益債券基金-A類型
F000011JWM:FO,柏瑞多重資產特別收益基金N類型南非幣
F000011JWL:FO,柏瑞多重資產特別收益基金B類型南非幣
F00000WWID:FO,柏瑞亞太高收益債券基金-N9類型(美元)
F00000WI81:FO,柏瑞亞太高收益債券基金-N類型(美元)
F00000YGA6:FO,柏瑞特別股息收益基金-B類型(人民幣)
F00000WI7Z:FO,柏瑞亞太高收益債券基金-A類型(美元)
F00000WI80:FO,柏瑞亞太高收益債券基金-B類型(美元)
F00000YGA7:FO,柏瑞特別股息收益基金-N類型(人民幣)
F0HKG0605P:FO,柏瑞旗艦全球債券組合基金-A類型
F00000WI7W:FO,柏瑞亞太高收益債券基金-A類型
F00000WI7X:FO,柏瑞亞太高收益債券基金-B類型
F0HKG05X4C:FO,柏瑞巨輪貨幣市場基金
F00000WWIC:FO,柏瑞亞太高收益債券基金-N9類型
F00000WI7Y:FO,柏瑞亞太高收益債券基金-N類型
F00000YGA2:FO,柏瑞特別股息收益基金-B類型(美元)
F00000YGA0:FO,柏瑞特別股息收益基金-N9類型
F00000YGA5:FO,柏瑞特別股息收益基金-A類型(人民幣)
F00000YGA1:FO,柏瑞特別股息收益基金-A類型(美元)
F00000YG9X:FO,柏瑞特別股息收益基金-A類型
F00000ZBGZ:FO,柏瑞特別股息收益基金-B類型(澳幣)
F0HKG05WXQ:FO,柏瑞巨人基金
F00000ZBH2:FO,柏瑞特別股息收益基金-N類型(澳幣)
F00000YG9Z:FO,柏瑞特別股息收益基金-N類型
F00000YG9Y:FO,柏瑞特別股息收益基金-B類型
F00000UF2K:FO,柏瑞全球策略高收益債券基金-A類型(人民幣)
F00000WHXN:FO,柏瑞全球策略高收益債券基金-N9類型(人民幣)
F00000W8X6:FO,柏瑞全球策略高收益債券基金-N類型(人民幣)
F00000UF2L:FO,柏瑞全球策略高收益債券基金-B類型(人民幣)
F00000ZV2U:FO,柏瑞全球策略高收益債券基金-N類型(澳幣)
F00000SGUT:FO,柏瑞全球策略高收益債券基金-B類型(澳幣)
F00000W8X7:FO,柏瑞全球策略高收益債券基金-N類型
F00000WHXM:FO,柏瑞全球策略高收益債券基金-N9類型(台幣)
F00000WHXP:FO,柏瑞全球策略高收益債券基金-B類型(美元)
F00000WHXR:FO,柏瑞全球策略高收益債券基金-N9類型(美元)
F00000YTLH:FO,柏瑞全球策略高收益債券基金-Bt類型
F00000WHXO:FO,柏瑞全球策略高收益債券基金-A類型(美元)
F0000023W0:FO,柏瑞全球策略高收益債券基金-B類型
F0000023W1:FO,柏瑞全球策略高收益債券基金-A類型
F00000WHXQ:FO,柏瑞全球策略高收益債券基金-N類型(美元)
F00000YGA4:FO,柏瑞特別股息收益基金-N9類型(美元)
F000013H9M:FO,柏瑞中國 A 股量化精選基金N9新臺幣
F00001027N:FO,柏瑞多重資產特別收益基金A類型人民幣
F0000102XZ:FO,柏瑞多重資產特別收益基金B類型人民幣
F0000102Y0:FO,柏瑞多重資產特別收益基金N類型人民幣
F0000102Y1:FO,柏瑞多重資產特別收益基金N9類型人民幣
F000013H9I:FO,柏瑞中國 A 股量化精選基金A新臺幣
F00000YGA3:FO,柏瑞特別股息收益基金-N類型(美元)
F0000102XU:FO,柏瑞多重資產特別收益基金N類型新臺幣
F0000102XV:FO,柏瑞多重資產特別收益基金N9類型新臺幣
F00001027L:FO,柏瑞多重資產特別收益基金A類型新臺幣
F0000102XW:FO,柏瑞多重資產特別收益基金B類型美元
F0000102XT:FO,柏瑞多重資產特別收益基金B類型新臺幣
F0000102XX:FO,柏瑞多重資產特別收益基金N類型美元
F00001027M:FO,柏瑞多重資產特別收益基金A類型美元
F0000102XY:FO,柏瑞多重資產特別收益基金N9類型美元
F0000102Y5:FO,柏瑞多重資產特別收益基金N9類型澳幣
F0000102Y4:FO,柏瑞多重資產特別收益基金N類型澳幣
F00001027O:FO,柏瑞多重資產特別收益基金A類型澳幣
F0000102Y2:FO,柏瑞多重資產特別收益基金B類型澳幣
F000013H9J:FO,柏瑞中國 A 股量化精選基金A美元
F000013H9N:FO,柏瑞中國 A 股量化精選基金N9美元
F00000VRBM:FO,柏瑞亞太高股息基金-B類型(人民幣)
F00000WIGV:FO,柏瑞亞太高股息基金-A類型(人民幣)
F00000W9QO:FO,柏瑞亞太高股息基金-N類型
F000000KEM:FO,柏瑞亞太高股息基金-A類型
F00000W9QP:FO,柏瑞亞太高股息基金-N類型(人民幣)
F000000KGN:FO,柏瑞亞太高股息基金-B類型
F00000WIGY:FO,柏瑞亞太高股息基金-A類型(美元)
F00000WIH1:FO,柏瑞亞太高股息基金-N類型(美元)
F0HKG05WVA:FO,柏瑞旗艦全球平衡組合基金
F0HKG06GX6:FO,柏瑞全球金牌組合基金
F00000X0LT:FO,柏瑞環球多元資產基金-N類型(南非幣)
F00000X0LS:FO,柏瑞環球多元資產基金-B類型(南非幣)
F00000X0LR:FO,柏瑞環球多元資產基金-A類型(南非幣)
F00000X0LL:FO,柏瑞環球多元資產基金-A類型(人民幣)
F00000X0LN:FO,柏瑞環球多元資產基金-B類型(人民幣)
F00000X0LP:FO,柏瑞環球多元資產基金-N類型(人民幣)
F00000X0LG:FO,柏瑞環球多元資產基金-B類型(美元)
F00000X0LE:FO,柏瑞環球多元資產基金-A類型(美元)
F00000X0LB:FO,柏瑞環球多元資產基金-B類型
F00000X0LA:FO,柏瑞環球多元資產基金-A類型
F00000X0LI:FO,柏瑞環球多元資產基金-N類型(美元)
F00000X0LC:FO,柏瑞環球多元資產基金-N類型
F0HKG06053:FO,柏瑞旗艦全球成長組合基金
F00000JZAU:FO,柏瑞五國金勢力建設基金
F00000TVQS:FO,柏瑞亞洲亮點股票基金-A類型(台幣)
F00000WIJ2:FO,柏瑞亞洲亮點股票基金-A類型(人民幣)
F00000VN21:FO,柏瑞中國平衡基金-B類型
F00000VN25:FO,柏瑞中國平衡基金-B類型(人民幣)
F00000W9K9:FO,柏瑞中國平衡基金-N類型
F00000WJCS:FO,柏瑞中國平衡基金-N類型(美元)
F00000VN23:FO,柏瑞中國平衡基金-B類型(美元)
F00000W9KA:FO,柏瑞中國平衡基金-N類型(人民幣)
F00000VN24:FO,柏瑞中國平衡基金-A類型(人民幣)
F00000VN20:FO,柏瑞中國平衡基金-A類型
F00000VN22:FO,柏瑞中國平衡基金-A類型(美元)
F0HKG06YRJ:FO,柏瑞拉丁美洲基金
F000013H9L:FO,柏瑞中國 A 股量化精選基金A澳幣
F000013H9P:FO,柏瑞中國 A 股量化精選基金N9澳幣
F00000ZIA8:FO,瑞銀亞洲高收益債券基金 (人民幣) A類型 (累積)
F00000ZIA9:FO,瑞銀亞洲高收益債券基金 (人民幣) B類型(月配息)
F000010447:FO,瑞銀全方位高收益債券基金B類型澳幣
F000010446:FO,瑞銀全方位高收益債券基金A類型澳幣
F000010444:FO,瑞銀全方位高收益債券基金A類型人民幣
F000010445:FO,瑞銀全方位高收益債券基金B類型人民幣
F00000ZIAA:FO,瑞銀亞洲高收益債券基金 (澳幣) A類型(累積)
F00000ZIAB:FO,瑞銀亞洲高收益債券基金 (澳幣) B類型(月配息)
F00000MAJL:FO,瑞銀亞洲高收益債券基金B類型新臺幣
F00000ZIA6:FO,瑞銀亞洲高收益債券基金 (美元) A類型(累積)
F000010442:FO,瑞銀全方位高收益債券基金A類型美元
F000010443:FO,瑞銀全方位高收益債券基金B類型美元
F00000ZIA7:FO,瑞銀亞洲高收益債券基金 (美元) B類型(月配息)
F00000MAJK:FO,瑞銀亞洲高收益債券基金A類型新臺幣
F000010441:FO,瑞銀全方位高收益債券基金B類型新臺幣
F000010440:FO,瑞銀全方位高收益債券基金A類型新臺幣
F0HKG06ZDQ:FO,瑞銀亞洲全方位不動產基金
F000001BM7:FO,瑞銀全球創新趨勢基金
F000011JWW:FO,聯邦2024年到期新興市場債券基金人民幣
F0HKG05WU0:FO,聯邦金鑽平衡基金
F00000OM8S:FO,聯邦双囍新興亞洲債券基金-A類型(新臺幣)
F00000ON62:FO,聯邦双囍新興亞洲債券基金-B類型(新臺幣)
F0HKG05X2U:FO,聯邦精選科技基金
F00000X5BE:FO,聯邦永騰亞洲高收益債券基金-B類型(美元)
F00000X5BD:FO,聯邦永騰亞洲高收益債券基金-A類型(美元)
F00000X5BB:FO,聯邦永騰亞洲高收益債券基金-A類型(新臺幣)
F00000X5BC:FO,聯邦永騰亞洲高收益債券基金-B類型(新臺幣)
F0HKG05X3J:FO,聯邦貨幣市場基金
F00000W21P:FO,聯邦双囍新興亞洲債券基金-A類型(人民幣避險)
F00000W21Q:FO,聯邦双囍新興亞洲債券基金-B類型(人民幣避險)
F0HKG05X0F:FO,聯邦中國龍基金
F00000X5BG:FO,聯邦永騰亞洲高收益債券基金-B類型(人民幣避險)
F00000X5BF:FO,聯邦永騰亞洲高收益債券基金-A類型(人民幣避險)
F0HKG05X19:FO,聯邦優勢策略全球債券組合基金
F000011JWV:FO,聯邦2024年到期新興市場債券基金美元
F00000Y733:FO,聯邦全視界平衡基金-A類型(新臺幣)
F00000Y734:FO,聯邦全視界平衡基金-B類型(新臺幣)
F00000Y736:FO,聯邦全視界平衡基金-B類型(美元)
F00000Y735:FO,聯邦全視界平衡基金-A類型(美元)
F00000Y738:FO,聯邦全視界平衡基金-B類型(人民幣避險)
F00000Y737:FO,聯邦全視界平衡基金-A類型(人民幣避險)
F00000Z6CC:FO,聯邦全球高息策略基金-B類型(新臺幣)
F00000Z6CB:FO,聯邦全球高息策略基金-A類型(新臺幣)
F00000Z6CD:FO,聯邦全球高息策略基金-A類型(美元)
F00000Z6CE:FO,聯邦全球高息策略基金-B類型(美元)
F00000TIJY:FO,聯邦環太平洋平衡基金-B類型(新臺幣)
F00000TIJW:FO,聯邦環太平洋平衡基金-A類型(新臺幣)
F00000W5WM:FO,聯邦環太平洋平衡基金-A類型(人民幣避險)
F000010IOV:FO,聯邦前瞻六脈基金新臺幣B 類型
F000010IOU:FO,聯邦前瞻六脈基金新臺幣A 類型
F000010IOW:FO,聯邦前瞻六脈基金美元A 類型
F000010IOX:FO,聯邦前瞻六脈基金美元B 類型
F00000W32A:FO,聯邦全球多元ETF組合基金(新臺幣)
F00000W329:FO,聯邦全球多元ETF組合基金(美元)
F0HKG05X0J:FO,華南永昌永昌基金
F00000ZBED:FO,華南永昌Shiller US REITs基金(月配新台幣)
F00000ZBE9:FO,華南永昌Shiller US REITs基金(累積新台幣)
F00000ZBEF:FO,華南永昌Shiller US REITs基金(月配美元)
F00000ZBEE:FO,華南永昌Shiller US REITs基金(累積美元)
F00000Q3S2:FO,華南永昌人民幣高收益債券基金(月配人民幣)
F00000Q3S1:FO,華南永昌人民幣高收益債券基金(累積人民幣)
F00000Z017:FO,華南永昌四年到期新興市場美元債券基金(季配新台幣)
