,基金id,計價幣別,基金公司/總代理人,成立時間,基金規模,投資策略
646,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2000/05/10,"7,248百萬  截至 2019/03/21",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於中華民國境內之上市或上櫃股票、承銷股票、證券投資信託基金受益憑證、期貨信託事業對不特定人募集之期貨信託基金受益憑證、臺灣存託憑證、政府公債、公司債、可轉換公司債、債券換股權利證書、金融債券及其他經金管會核准於國內募集發行之國外金融組織債券。 本基金之股票投資將以從事或轉投資於通訊、網路、軟體、網路服務、網路商務，及其軟硬體元件供應者，或以通訊及網際網路改變傳統商業模式產業之上市及上櫃公司股票為主。原則上，本基金於成立日起六個月後，投資於上市或上櫃股票之總金額，不得低於本基金淨資產價值之百分之七十，且投資於上述通訊、網路及軟體等產業之上市或上櫃公司股票之總額不得低於本基金淨資產價值之百分之六十，但依經理公司之專業判斷，在特殊情況下，為分散風險、確保基金安全之目的，得不受該比例限制。
647,F0000127UU:FO,美元,復華證券投資信託股份有限公司,2016/04/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起六個月後，投資於上述國外地區之有價證券總金額，不得低於本基金淨資產價值之百分之七十(含)，投資於上述國外地區之股票、存託憑證(Depositary Receipts)及國內地區之上市或上櫃股票、承銷股票及臺灣存託憑證之總金額，不得低於本基金淨資產價值之百分之七十(含)。
648,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2010/03/30,636百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起六個月後，投資於中華民國與國外地區之股票總金額，不得低於本基金淨資產價值之百分之七十（含），且投資於前項（八、投資地區及標的）(二)外國有價證券及存託憑證之總金額，不得低於本基金淨資產價值之百分之六十(含)，投資於前項（八、投資地區及標的）(三)所列主要投資產業之有價證券總金額，不得低於本基金淨資產價值之百分之六十(含)。
649,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2000/09/06,"1,953百萬  截至 2019/03/21",經理公司應以分散風險、確保基金之安全，並積極追求長期投資利得及維持收益安定為目標。以誠信原則及專業經營方式，將本基金投資於中華民國境內之上市或上櫃股票、承銷股票、上市受益憑證、臺灣存託憑證、政府公債、公司債、可轉換公司債、金融債券及經金管會核准於國內募集發行之國際金融組織債券。 本基金於成立日起，投資於股票之總金額不得超過基金淨資產價值之百分之七十，且不得低於本基金淨資產價值之百分之三十。
650,F0000127UU:FO,美元,復華證券投資信託股份有限公司,2018/01/31,0百萬  截至 2019/03/20,"經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項所列示之有價證券，並依下列規範進行投資： (一)原則上，本基金自成立日起六個月後，投資於中華民國與國外地區之股票(含承銷股票、存託憑證(Depositary Receipts))總金額，不得低於本基金淨資產價值之百分之七十(含)；且投資於亞太地區(含中華民國)有價證券之總金額，不得低於本基金淨資產價值之百分之六十（含）；且投資於科技相關產業之有價證券總金額，不得低於本基金淨資產價值之百分之六十(含)。 (二)所謂「亞太地區」，係指符合下列任一條件之國家或地區： 1.MSCI亞太指數（MSCI AC Asia Pacific Index）之成分國家或地區。 2.屬於亞太經濟合作組織(Asia-Pacific Economic Cooperation, APEC) 之會員。 若上述指數名稱或組織名稱異動，本基金信託契約未及修正者，仍得依其最新名稱辦理。"
651,F0000127UU:FO,美元,復華證券投資信託股份有限公司,2016/04/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將各子基金投資於前項所列之有價證券，並依下列規範進行投資： 原則上，該基金自成立日起六個月後，投資於中華民國與國外地區之股票(含承銷股票)總金額，不得低於該基金淨資產價值之百分之七十(含)，且投資於美國有價證券之總金額，不得低於該基金淨資產價值之百分之六十(含)。
652,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2008/04/30,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起六個月後，投資於上述國外地區之有價證券總金額，不得低於本基金淨資產價值之百分之七十(含)，投資於上述國外地區之股票、存託憑證(Depositary Receipts)及國內地區之上市或上櫃股票、承銷股票及臺灣存託憑證之總金額，不得低於本基金淨資產價值之百分之七十(含)。
653,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2001/04/03,"5,189百萬  截至 2019/03/21",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。 以誠信原則及專業經營方式，將本基金投資於中華民國境內之上市或上櫃股票、承銷股票、證券投資信託基金受益憑證、台灣存託憑證、政府公債、公司債（含可轉換公司債、承銷中可轉換公司債、附認股權公司債、次順位公司債）、金融債券（含次順位金融債券）、經金管會核准於國內募集發行之國際金融組織債券、經金管會核准或申報生效公開招募之受益證券或資產基礎證券及經金管會核准募集之封閉型不動產投資信託基金受益證券或不動產資產信託受益證券。
654,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2013/11/13,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將各子基金投資於前項所列之有價證券，並依下列規範進行投資： 原則上，該基金自成立日起六個月後，投資於中華民國與國外地區之股票(含承銷股票)總金額，不得低於該基金淨資產價值之百分之七十(含)，且投資於美國有價證券之總金額，不得低於該基金淨資產價值之百分之六十(含)。
655,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2003/03/03,"4,888百萬  截至 2019/03/21",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於第八項所列之有價證券。原則上，本基金自成立之日起三個月後投資於股票之總金額，不得超過本基金淨資產價值之百分之七十，且不得低於本基金淨資產價值之百分之十。
656,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2018/01/31,0百萬  截至 2019/03/20,"經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項所列示之有價證券，並依下列規範進行投資： (一)原則上，本基金自成立日起六個月後，投資於中華民國與國外地區之股票(含承銷股票、存託憑證(Depositary Receipts))總金額，不得低於本基金淨資產價值之百分之七十(含)；且投資於亞太地區(含中華民國)有價證券之總金額，不得低於本基金淨資產價值之百分之六十（含）；且投資於科技相關產業之有價證券總金額，不得低於本基金淨資產價值之百分之六十(含)。 (二)所謂「亞太地區」，係指符合下列任一條件之國家或地區： 1.MSCI亞太指數（MSCI AC Asia Pacific Index）之成分國家或地區。 2.屬於亞太經濟合作組織(Asia-Pacific Economic Cooperation, APEC) 之會員。 若上述指數名稱或組織名稱異動，本基金信託契約未及修正者，仍得依其最新名稱辦理。"
657,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2013/11/13,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將各子基金投資於前項所列之有價證券，並依下列規範進行投資： 原則上，該基金自成立日起六個月後，投資於中華民國與國外地區之股票(含承銷股票)總金額，不得低於該基金淨資產價值之百分之七十(含)；且投資於前款外國有價證券之總金額，不得低於該基金淨資產價值之百分之六十(含)；且投資於第二款消費相關產業之有價證券總金額，不得低於該基金淨資產價值之百分之六十(含)。
658,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2009/01/05,"1,819百萬  截至 2019/03/20",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。 以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起六個月後，投資於中華民國、中國及與中國貿易往來比重前二十名國家之有價證券總金3額，不得低於本基金淨資產價值之百分之七十(含)，投資於上述國外地區之有價證券總金額，不得低於本基金淨資產價值之百分之五十(含)，投資於上述國外地區之股票、存託憑證(Depositary Receipts)及國內地區之上市或上櫃股票、承銷股票及臺灣存託憑證之總金額，不得低於本基金淨資產價值之百分之七十(含)。
659,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2011/10/24,"1,005百萬  截至 2019/03/20",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。 以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起六個月後，投資於中華民國與國外地區之股票(含承銷股票)總金額，不得低於本基金淨資產價值之百分之七十(含)，且投資於東協市場有價證券之總金額，不得低於本基金淨資產價值之百分之六十(含)。
660,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2010/09/01,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起屆滿六個月後，投資於本國及外國子基金之總金額應達本基金淨資產價值之百分之七十（含），投資於股票型子基金或債券型子基金之總金額，每季平均各不得低於本基金淨資產價值之百分之十，且投資於新興市場國家之子基金之總金額應達本基金淨資產價值之百分之六十(含)。 本基金至少應投資於五個以上子基金，且每個子基金最高投資上限不得超過本基金淨資產價值之百分之三十。前述「新興市場國家之子基金」係指符合下列任一條件之子基金：  1.基金名稱含有「新興市場」、「開發中市場」、「拉丁美洲」、「新興歐洲」、「新興亞洲」或含有 MSCI Emerging Markets Index之任一成份國家。  2.依該子基金之公開說明書規定，該子基金投資於MSCI Emerging Markets Index、JP Morgan Emerging Markets Bond Index、JP Morgan Corporate Emerging Bond Index及JP Morgan GBI-EM Global Index成份國家之有價證券總額應達該子基金淨資產價值之百分之五十（含）以上。
661,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2017/01/16,"1,768百萬  截至 2019/03/21",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項所列示之有價證券，並依下列規範進行投資： (一)原則上，本基金自成立日起六個月後，投資於以投資國內為限之證券投資信託基金受益憑證、反向型ETF及槓桿型ETF之總金額應達本基金淨資產價值之百分之六十，且投資於子基金之總金額應達本基金淨資產價值之百分之七十。 (二)本基金自成立日起三個營業日後，至少應投資於五個以上子基金，且每個子基金最高投資上限不得超過本基金淨資產價值之百分之三十。
662,F0000127UU:FO,美元,復華證券投資信託股份有限公司,2016/04/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及業經營方式，將本基金投資於下列所列示之有價證券： (1)國內證券投資信託事業在國內募集發行之證券投資信託基金(以下簡稱”本國子基金)、經金管會核准或申報生效得募集及銷售之境外基金，及於外國證券集中交易市場、美國店頭市場(NASDAQ)、英國另類投資市場(AIM)、日本店頭市場(JASDAQ)、韓國店頭市場(KOSDAQ)及其他經金管會核准之店頭市場交易之受益憑證、基金股份或投資單位(以下簡稱”外國子基金”)，且不得投資於其他組合型基金及私募基金。 (2)原則上，本基金自成立日起屆滿三個月後，投資於本國及外國子基金之總金額應達本基金淨資產價值之百分之七十(含)；且自成立日起屆滿六個月後，投資於國內資產之總金額(含流動資產)每會計年度平均應達本基金淨資產價值之百分之十(含)，投資於外國子基金之總金額每會計年度平均應達本基金淨資產價值之百分之五十(含)，而投資於美洲、歐洲及亞洲等三地區，各投資地區之子基金投資比例不得低於本基金淨資產價值之百分之三，但上述投資地區發生下述特殊情況，迄恢復正常後一個月止，依經理公司之專業判斷，為分散風險，確保基金安全之目的，得不受上述比例之限制。 (3)前款所指「特殊情況」之考量，應包括經理公司針對以下因素之專業判斷： a.本基金信託契約終止前一個月。 b.前述子基金之基金註冊地同時有三地以上或主要基金註冊地(即本基金投資達淨資產價值之百分之三十以上之基金註冊地)發生政治、經濟或社會情勢之重大變動(如罷工、暴動、戰爭、石油危機、外匯管制等)、法令政策變更或有不可抗力情事者。 2.本基金至少應投資於五個以上子基金，且每個子基金最高投資上限不得超過本基金淨資產價值之百分之三十。
663,F0000127UU:FO,南非幣,復華證券投資信託股份有限公司,2014/10/16,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將各子基金投資於前項八所列之有價證券，並依下列規範進行投資： (一)原則上該基金自成立日起三個月後，整體資產組合之加權平均存續期間應在一年以上(含)。 (二)原則上該基金自成立日起六個月後： 1.投資於高收益債券之總金額不得低於該基金淨資產價值之百分之六十(含)。 2.投資所在國或地區之國家評等未達上述函令所列信用評等機構評定等級者，投資該國或地區之政府債券及其他債券總金額，不得超過該基金淨資產價值之百分之三十。 3.投資於新興市場或設立登記於新興市場之機構或公司所保證或發行之債券總金額，不得低於該基金淨資產價值之百分之六十(含)。 (三)經理公司應於成立日起六個月後，每季度（每年一月、四月、七月、十月）第一個營業日，檢視前一個營業日該基金所持債券是否符合(二)之定義，如因信用評等、成份國家或地區調整，應於檢視後三個月內採取適當處置，以符合(二)之比例限制。
664,F0000127UU:FO,美元,復華證券投資信託股份有限公司,2016/04/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項所列之有價證券。原則上，本基金自成立日起屆滿六個月後，投資於本國及外國子基金之總金額應達本基金淨資產價值之百分之七十（含）。本基金自成立日起三個營業日後，至少應投資於五個以上子基金，且每個子基金最高投資上限不得超過本基金淨資產價值之百分之三十。
665,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2007/07/09,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起六個月後，投資於上述國外地區之有價證券總金額，最低不得低於本基金淨資產價值之百分之六十，而投資於不動產證券化商品及金融資產證券化商品之總金額，不得低於本基金淨資產價值之百分之六十，但上述投資地區發生下述特殊情形，迄特殊情形結束後三十個營業日內，依經理公司之專業判斷，為分散風險，確保基金安全之目的，得不受上述比例之限制。
666,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2015/05/26,0百萬  截至 2019/03/20,原則上， 原則上， 該基金自成立日起六個月後，投資於股票（含承銷股票）、債券及其他固定收益證券總金額，不得低於改基金淨資產價值之百分之七十（含）。
667,F0000127UU:FO,美元,復華證券投資信託股份有限公司,2016/04/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標；以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券；原則上，基金於成立日起六個月後，投資於上述國外地區之有價證券總金額最高不得超過本基金淨資產之百分之九十，最低不得低於本基金淨資產之百分之五十。
668,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2017/11/01,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及業經營方式，將本基金投資於下列所列示之有價證券： (1)國內證券投資信託事業在國內募集發行之證券投資信託基金(以下簡稱”本國子基金)、經金管會核准或申報生效得募集及銷售之境外基金，及於外國證券集中交易市場、美國店頭市場(NASDAQ)、英國另類投資市場(AIM)、日本店頭市場(JASDAQ)、韓國店頭市場(KOSDAQ)及其他經金管會核准之店頭市場交易之受益憑證、基金股份或投資單位(以下簡稱”外國子基金”)，且不得投資於其他組合型基金及私募基金。 (2)原則上，本基金自成立日起屆滿三個月後，投資於本國及外國子基金之總金額應達本基金淨資產價值之百分之七十(含)；且自成立日起屆滿六個月後，投資於國內資產之總金額(含流動資產)每會計年度平均應達本基金淨資產價值之百分之十(含)，投資於外國子基金之總金額每會計年度平均應達本基金淨資產價值之百分之五十(含)，而投資於美洲、歐洲及亞洲等三地區，各投資地區之子基金投資比例不得低於本基金淨資產價值之百分之三，但上述投資地區發生下述特殊情況，迄恢復正常後一個月止，依經理公司之專業判斷，為分散風險，確保基金安全之目的，得不受上述比例之限制。 (3)前款所指「特殊情況」之考量，應包括經理公司針對以下因素之專業判斷： a.本基金信託契約終止前一個月。 b.前述子基金之基金註冊地同時有三地以上或主要基金註冊地(即本基金投資達淨資產價值之百分之三十以上之基金註冊地)發生政治、經濟或社會情勢之重大變動(如罷工、暴動、戰爭、石油危機、外匯管制等)、法令政策變更或有不可抗力情事者。 2.本基金至少應投資於五個以上子基金，且每個子基金最高投資上限不得超過本基金淨資產價值之百分之三十。
669,F0000127UU:FO,離岸人民幣,復華證券投資信託股份有限公司,2015/05/26,0百萬  截至 2019/03/20,原則上， 原則上， 該基金自成立日起六個月後，投資於股票（含承銷股票）、債券及其他固定收益證券總金額，不得低於改基金淨資產價值之百分之七十（含）。
670,F0000127UU:FO,離岸人民幣,復華證券投資信託股份有限公司,2015/05/26,0百萬  截至 2019/03/20,原則上， 原則上， 該基金自成立日起六個月後，投資於股票（含承銷股票）、債券及其他固定收益證券總金額，不得低於改基金淨資產價值之百分之七十（含）。
671,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2007/11/26,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及業經營方式，將本基金投資於下列所列示之有價證券： (1)國內證券投資信託事業在國內募集發行之證券投資信託基金(以下簡稱”本國子基金)、經金管會核准或申報生效得募集及銷售之境外基金，及於外國證券集中交易市場、美國店頭市場(NASDAQ)、英國另類投資市場(AIM)、日本店頭市場(JASDAQ)、韓國店頭市場(KOSDAQ)及其他經金管會核准之店頭市場交易之受益憑證、基金股份或投資單位(以下簡稱”外國子基金”)，且不得投資於其他組合型基金及私募基金。 (2)原則上，本基金自成立日起屆滿三個月後，投資於本國及外國子基金之總金額應達本基金淨資產價值之百分之七十(含)；且自成立日起屆滿六個月後，投資於國內資產之總金額(含流動資產)每會計年度平均應達本基金淨資產價值之百分之十(含)，投資於外國子基金之總金額每會計年度平均應達本基金淨資產價值之百分之五十(含)，而投資於美洲、歐洲及亞洲等三地區，各投資地區之子基金投資比例不得低於本基金淨資產價值之百分之三，但上述投資地區發生下述特殊情況，迄恢復正常後一個月止，依經理公司之專業判斷，為分散風險，確保基金安全之目的，得不受上述比例之限制。 (3)前款所指「特殊情況」之考量，應包括經理公司針對以下因素之專業判斷： a.本基金信託契約終止前一個月。 b.前述子基金之基金註冊地同時有三地以上或主要基金註冊地(即本基金投資達淨資產價值之百分之三十以上之基金註冊地)發生政治、經濟或社會情勢之重大變動(如罷工、暴動、戰爭、石油危機、外匯管制等)、法令政策變更或有不可抗力情事者。 2.本基金至少應投資於五個以上子基金，且每個子基金最高投資上限不得超過本基金淨資產價值之百分之三十。
672,F0000127UU:FO,離岸人民幣,復華證券投資信託股份有限公司,2014/10/16,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將各子基金投資於前項八所列之有價證券，並依下列規範進行投資： (一)原則上該基金自成立日起三個月後，整體資產組合之加權平均存續期間應在一年以上(含)。 (二)原則上該基金自成立日起六個月後： 1.投資於高收益債券之總金額不得低於該基金淨資產價值之百分之六十(含)。 2.投資所在國或地區之國家評等未達上述函令所列信用評等機構評定等級者，投資該國或地區之政府債券及其他債券總金額，不得超過該基金淨資產價值之百分之三十。 3.投資於新興市場或設立登記於新興市場之機構或公司所保證或發行之債券總金額，不得低於該基金淨資產價值之百分之六十(含)。 (三)經理公司應於成立日起六個月後，每季度（每年一月、四月、七月、十月）第一個營業日，檢視前一個營業日該基金所持債券是否符合(二)之定義，如因信用評等、成份國家或地區調整，應於檢視後三個月內採取適當處置，以符合(二)之比例限制。
673,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2007/07/09,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起六個月後，投資於上述國外地區之有價證券總金額，最低不得低於本基金淨資產價值之百分之六十，而投資於不動產證券化商品及金融資產證券化商品之總金額，不得低於本基金淨資產價值之百分之六十，但上述投資地區發生下述特殊情形，迄特殊情形結束後三十個營業日內，依經理公司之專業判斷，為分散風險，確保基金安全之目的，得不受上述比例之限制。
674,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2005/04/21,"1,285百萬  截至 2019/03/20",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。 以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券；原則上，除本基金信託契約終止前一個月外，本基金自成立日起屆滿三個月後，投資於本國及外國子基金之總金額應達本基金淨資產價值之百分之七十（含）；且自成立日起屆滿六個月後，投資於外國子基金之總金額每會計年度平均應達本基金淨資產價值之百分之五十(含)，而投資於美洲、歐洲及亞洲等三地區，各投資地區之子基金投資比例不得低於本基金淨資產價值之百分之三，但上述投資地區發生下述特殊情況，迄恢復正常後一個月止，依經理公司之專業判斷，為分散風險，確保基金安全之目的，得不受上述比例之限制。
675,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2014/07/09,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項所列之有價證券。原則上，本基金自成立日起屆滿六個月後，投資於本國及外國子基金之總金額應達本基金淨資產價值之百分之七十（含）。本基金自成立日起三個營業日後，至少應投資於五個以上子基金，且每個子基金最高投資上限不得超過本基金淨資產價值之百分之三十。
676,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2011/05/06,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將各子基金投資於前項八所列之有價證券，並依下列規範進行投資： (一)原則上該基金自成立日起三個月後，整體資產組合之加權平均存續期間應在一年以上(含)。 (二)原則上該基金自成立日起六個月後： 1.投資於高收益債券之總金額不得低於該基金淨資產價值之百分之六十(含)。 2.投資所在國或地區之國家評等未達上述函令所列信用評等機構評定等級者，投資該國或地區之政府債券及其他債券總金額，不得超過該基金淨資產價值之百分之三十。 3.投資於新興市場或設立登記於新興市場之機構或公司所保證或發行之債券總金額，不得低於該基金淨資產價值之百分之六十(含)。 (三)經理公司應於成立日起六個月後，每季度（每年一月、四月、七月、十月）第一個營業日，檢視前一個營業日該基金所持債券是否符合(二)之定義，如因信用評等、成份國家或地區調整，應於檢視後三個月內採取適當處置，以符合(二)之比例限制。
677,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2004/01/02,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標；以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券；原則上，基金於成立日起六個月後，投資於上述國外地區之有價證券總金額最高不得超過本基金淨資產之百分之九十，最低不得低於本基金淨資產之百分之五十。
678,F0000127UU:FO,離岸人民幣,復華證券投資信託股份有限公司,2018/07/23,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，并積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資于前項所列示之有價證券，并依下列規範進行投資： （一）原則上本基金自成立日起三個月后，基金資產組合之加權平均存續期間應在一年（含）以上，惟因本基金有約定到期日，且為符合投資策略所需，故于基金到期日前之三年內，不受前述存續期間之限制。
679,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2011/05/06,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將各子基金投資於前項八所列之有價證券，並依下列規範進行投資： (一)原則上該基金自成立日起三個月後，整體資產組合之加權平均存續期間應在一年以上(含)。 (二)原則上該基金自成立日起六個月後： 1.投資於高收益債券之總金額不得低於該基金淨資產價值之百分之六十(含)。 2.投資所在國或地區之國家評等未達上述函令所列信用評等機構評定等級者，投資該國或地區之政府債券及其他債券總金額，不得超過該基金淨資產價值之百分之三十。 3.投資於新興市場或設立登記於新興市場之機構或公司所保證或發行之債券總金額，不得低於該基金淨資產價值之百分之六十(含)。 (三)經理公司應於成立日起六個月後，每季度（每年一月、四月、七月、十月）第一個營業日，檢視前一個營業日該基金所持債券是否符合(二)之定義，如因信用評等、成份國家或地區調整，應於檢視後三個月內採取適當處置，以符合(二)之比例限制。
680,F0000127UU:FO,美元,復華證券投資信託股份有限公司,2016/07/04,0百萬  截至 2019/03/20,原則上，本基金自成立日起六個月後，投資於中華民國與國外地區之股票(含承銷股票)總金額，不得低於本基金淨資產價值之百分之七十(含)；且投資於外國有價證券之總金額，不得低於本基金淨資產價值之百分之六十（含）；且投資於物聯網及科技相關產業之有價證券總金額，不得低於本基金淨資產價值之百分之六十(含)。
681,F0000127UU:FO,美元,復華證券投資信託股份有限公司,2018/05/14,97百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利 得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金 投資於前項所列示之有價證券，並依下列規範進行投資： (一)原則上本基金自成立日起三個月後，基金資產組合之加權平均存續 期間應在一年(含)以上，惟因本基金有約定到期日，且為符合投資 策略所需，故於基金到期日前之三年內，不受前述存續期間之限制。
682,F0000127UU:FO,美元,復華證券投資信託股份有限公司,2018/07/23,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，并積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資于前項所列示之有價證券，并依下列規範進行投資： （一）原則上本基金自成立日起三個月后，基金資產組合之加權平均存續期間應在一年（含）以上，惟因本基金有約定到期日，且為符合投資策略所需，故于基金到期日前之三年內，不受前述存續期間之限制。
683,F0000127UU:FO,離岸人民幣,復華證券投資信託股份有限公司,2013/05/20,152百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將該基金投資於前項八所列之有價證券，並依下列規範進行投資： (一)原則上該基金自成立日起三個月後，基金資產組合之加權平均存續期間應在一年(含)以上。 (二)原則上該基金自成立日起六個月後： 1.投資於人民幣計價債券之總金額，不得低於該基金淨資產價值之百分之六十(含)。 2.投資於新興市場或設立登記於新興市場之機構或公司所保證或發行之債券總金額，不得低於該基金淨資產價值之百分之六十(含)。
684,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2002/08/02,"1,330百萬  截至 2019/03/20",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標；以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券；原則上，基金於成立日起六個月後，投資於上述國外地區之有價證券總金額最高不得超過本基金淨資產價值之百分之九十，最低不得低於本基金淨資產價值之百分之五十，投資於上述國外地區所發行之債券總金額最低不得低於本基金淨資產價值之百分之五十，而投資於美洲、歐洲及亞洲等三地區，各投資地區之有價證券投資比例不得低於本基金淨資產價值之百分之三，但上述投資地區發生下述特殊情況，迄恢復正常後一個月止，依經理公司之專業判斷，為分散風險，確保基金安全之目的，得不受上述比例之限制。
